dataset,model,series_id,fg_code,fg_category,forecast_p50,safety_stock,reorder_point,target_max,on_hand_inventory,suggested_order_qty
A,CATBOOST,FG027,FG027,Shampoo,48878.98537239435,6322.0,55201.0,104080.0,,104080.0
A,CATBOOST,FG028,FG028,Shampoo,36275.45011434247,6468.0,42743.0,79018.0,,79018.0
A,CATBOOST,FG029,FG029,Shampoo,19621.35172536644,3004.0,22625.0,42246.0,,42246.0
A,CATBOOST,FG030,FG030,Shampoo,42789.94815932146,8590.0,51380.0,94170.0,,94170.0
A,CATBOOST,FG031,FG031,Shampoo,65902.19475336261,11967.0,77869.0,143771.0,,143771.0
A,CATBOOST,FG032,FG032,Shampoo,17340.601254983452,3531.0,20872.0,38213.0,,38213.0
A,CATBOOST,FG033,FG033,Shampoo,48054.831902154634,5211.0,53266.0,101321.0,,101321.0
A,CATBOOST,FG034,FG034,Liquid Wash,44820.480947062344,5871.0,50691.0,95511.0,,95511.0
A,CATBOOST,FG035,FG035,Liquid Wash,41582.23101018291,9770.0,51352.0,92934.0,,92934.0
A,CATBOOST,FG036,FG036,Liquid Wash,40059.65226510878,8704.0,48764.0,88824.0,,88824.0
A,CATBOOST,FG037,FG037,Liquid Wash,20510.5241034874,3596.0,24107.0,44618.0,,44618.0
A,CATBOOST,FG038,FG038,Liquid Wash,35524.87643338351,4740.0,40265.0,75790.0,,75790.0
A,CATBOOST,FG039,FG039,Liquid Wash,16051.90895623672,3207.0,19259.0,35311.0,,35311.0
A,CATBOOST,FG040,FG040,Liquid Wash,21427.398966363013,4079.0,25506.0,46933.0,,46933.0
A,CATBOOST,FG041,FG041,Liquid Wash,15344.362402048231,3429.0,18773.0,34117.0,,34117.0
A,CATBOOST,FG042,FG042,Liquid Wash,26181.22628969995,3843.0,30024.0,56205.0,,56205.0
A,CATBOOST,FG043,FG043,Liquid Wash,36461.49673600503,7268.0,43729.0,80190.0,,80190.0
A,CATBOOST,FG044,FG044,Diaper,44598.10354956825,4052.0,48650.0,93248.0,,93248.0
A,CATBOOST,FG045,FG045,Diaper,67949.90520180154,11138.0,79088.0,147038.0,,147038.0
A,CATBOOST,FG046,FG046,Diaper,65227.108456988586,7365.0,72592.0,137819.0,,137819.0
A,CATBOOST,FG047,FG047,Diaper,19639.24303054395,2241.0,21880.0,41519.0,,41519.0
A,CATBOOST,FG048,FG048,Diaper,34806.98621051843,5608.0,40415.0,75222.0,,75222.0
A,CATBOOST,FG049,FG049,Diaper,65131.20601668786,11388.0,76519.0,141650.0,,141650.0
A,CATBOOST,FG050,FG050,Diaper,25101.178954209412,3860.0,28961.0,54062.0,,54062.0
A,CATBOOST,FG051,FG051,Diaper,20760.89624413289,2781.0,23542.0,44303.0,,44303.0
A,CATBOOST,FG052,FG052,Diaper,64698.358098882185,9808.0,74506.0,139204.0,,139204.0
A,CATBOOST,FG053,FG053,Diaper,48305.22934808735,10424.0,58729.0,107034.0,,107034.0
A,CATBOOST,FG054,FG054,Diaper,63619.86755883448,10540.0,74160.0,137780.0,,137780.0
A,CATBOOST,FG055,FG055,Diaper,17193.195383049388,2531.0,19724.0,36917.0,,36917.0
A,CATBOOST,FG056,FG056,Sanitary,32610.687188342872,3054.0,35665.0,68276.0,,68276.0
A,CATBOOST,FG057,FG057,Sanitary,34756.310290293244,2482.0,37238.0,71994.0,,71994.0
A,CATBOOST,FG058,FG058,Sanitary,44949.73807919012,7687.0,52637.0,97587.0,,97587.0
A,CATBOOST,FG059,FG059,Sanitary,16861.05047679399,2283.0,19144.0,36005.0,,36005.0
A,CATBOOST,FG060,FG060,Sanitary,38598.50120409005,4375.0,42974.0,81573.0,,81573.0
A,CATBOOST,FG061,FG061,Sanitary,20467.88292192352,3236.0,23704.0,44172.0,,44172.0
A,CATBOOST,FG062,FG062,Sanitary,18677.109062738964,1619.0,20296.0,38973.0,,38973.0
A,CATBOOST,FG063,FG063,Sanitary,44369.2984330675,6127.0,50496.0,94865.0,,94865.0
A,CATBOOST,FG064,FG064,Lotion/Cream,23027.745191432397,4090.0,27118.0,50146.0,,50146.0
A,CATBOOST,FG065,FG065,Lotion/Cream,29807.003937341524,5057.0,34864.0,64671.0,,64671.0
A,CATBOOST,FG066,FG066,Lotion/Cream,12005.999104127131,1975.0,13981.0,25987.0,,25987.0
A,CATBOOST,FG067,FG067,Lotion/Cream,29351.650022494076,3168.0,32520.0,61872.0,,61872.0
A,CATBOOST,FG068,FG068,Lotion/Cream,20723.46248050223,2790.0,23513.0,44236.0,,44236.0
A,CATBOOST,FG069,FG069,Lotion/Cream,29297.3578372512,4042.0,33339.0,62636.0,,62636.0
A,CATBOOST,FG070,FG070,Lotion/Cream,24876.62855946187,5147.0,30024.0,54901.0,,54901.0
A,CATBOOST,FG071,FG071,Lotion/Cream,21885.083256670114,4150.0,26035.0,47920.0,,47920.0
A,CATBOOST,FG072,FG072,Lotion/Cream,8150.615552273328,1559.0,9710.0,17861.0,,17861.0
A,CATBOOST,FG073,FG073,Lotion/Cream,26659.072423205685,5644.0,32303.0,58962.0,,58962.0
A,CATBOOST,FG074,FG074,Lotion/Cream,7796.928769573996,2446.0,10243.0,18040.0,,18040.0
A,CATBOOST,FG075,FG075,Lotion/Cream,8297.68988645076,2097.0,10395.0,18693.0,,18693.0
A,CATBOOST,FG076,FG076,Talc,6552.4700514961805,1713.0,8265.0,14817.0,,14817.0
A,CATBOOST,FG077,FG077,Talc,21749.96502559544,5390.0,27140.0,48890.0,,48890.0
A,CATBOOST,FG078,FG078,Talc,9806.573333385277,2639.0,12446.0,22253.0,,22253.0
A,CATBOOST,FG079,FG079,Talc,18472.40873317075,2918.0,21390.0,39862.0,,39862.0
A,CATBOOST,FG080,FG080,Talc,24239.27846844113,4191.0,28430.0,52669.0,,52669.0
A,CATBOOST,FG081,FG081,Talc,6691.719397874818,2298.0,8990.0,15682.0,,15682.0
A,CATBOOST,FG082,FG082,Home Care,38383.8373750773,8627.0,47011.0,85395.0,,85395.0
A,CATBOOST,FG083,FG083,Home Care,32167.024747257547,7641.0,39808.0,71975.0,,71975.0
A,CATBOOST,FG084,FG084,Home Care,27211.678035619192,4305.0,31517.0,58729.0,,58729.0
A,CATBOOST,FG085,FG085,Home Care,9695.379969490246,1619.0,11314.0,21009.0,,21009.0
A,CATBOOST,FG086,FG086,Home Care,16541.054800919013,2834.0,19375.0,35916.0,,35916.0
A,CATBOOST,FG087,FG087,Home Care,36647.163668407826,3654.0,40301.0,76948.0,,76948.0
A,CATBOOST,FG088,FG088,Home Care,29010.673300132577,6319.0,35330.0,64341.0,,64341.0
A,CATBOOST,FG089,FG089,Home Care,19659.571653920342,4197.0,23857.0,43517.0,,43517.0
A,CATBOOST,FG090,FG090,Home Care,13842.55480564378,5104.0,18947.0,32790.0,,32790.0
A,CATBOOST,FG091,FG091,Home Care,26255.419944766767,4679.0,30934.0,57189.0,,57189.0
A,CATBOOST,FG092,FG092,Baby Care,18047.737075944788,2597.0,20645.0,38693.0,,38693.0
A,CATBOOST,FG093,FG093,Baby Care,8155.462468164456,1309.0,9464.0,17619.0,,17619.0
A,CATBOOST,FG094,FG094,Baby Care,10367.160533191902,3963.0,14330.0,24697.0,,24697.0
A,CATBOOST,FG095,FG095,Baby Care,21338.577826308647,3069.0,24408.0,45747.0,,45747.0
A,CATBOOST,FG096,FG096,Baby Care,7204.826636343719,1908.0,9113.0,16318.0,,16318.0
A,CATBOOST,FG097,FG097,Baby Care,9182.679331339965,1870.0,11053.0,20236.0,,20236.0
A,CATBOOST,FG098,FG098,Baby Care,10275.863328893724,2403.0,12679.0,22955.0,,22955.0
A,CATBOOST,FG099,FG099,Combo,6974.597660677569,3412.0,10387.0,17362.0,,17362.0
A,CATBOOST,FG100,FG100,Combo,5996.546457928518,1492.0,7489.0,13486.0,,13486.0
A,CATBOOST,FG101,FG101,Combo,6698.590959112062,2188.0,8887.0,15586.0,,15586.0
A,CATBOOST,FG102,FG102,Combo,6590.565237273415,2126.0,8717.0,15308.0,,15308.0
A,CATBOOST,FG103,FG103,Combo,5750.107938456119,1422.0,7172.0,12922.0,,12922.0
A,XGBOOST,FG001,FG001,Soap,29492.943359375,4355.0,33848.0,63341.0,,63341.0
A,XGBOOST,FG002,FG002,Soap,52524.322916666664,9389.0,61913.0,114437.0,,114437.0
A,XGBOOST,FG003,FG003,Soap,78479.64409722222,11580.0,90060.0,168540.0,,168540.0
A,XGBOOST,FG004,FG004,Soap,55186.21657986111,6005.0,61191.0,116377.0,,116377.0
A,XGBOOST,FG005,FG005,Soap,41553.491319444445,5629.0,47182.0,88735.0,,88735.0
A,XGBOOST,FG006,FG006,Soap,67720.39236111111,17029.0,84749.0,152469.0,,152469.0
A,XGBOOST,FG007,FG007,Soap,45388.5703125,8304.0,53693.0,99082.0,,99082.0
A,XGBOOST,FG008,FG008,Soap,39612.594618055555,4531.0,44144.0,83757.0,,83757.0
A,XGBOOST,FG009,FG009,Soap,35350.63454861111,5187.0,40538.0,75889.0,,75889.0
A,XGBOOST,FG010,FG010,Soap,79622.5234375,10764.0,90387.0,170010.0,,170010.0
A,XGBOOST,FG011,FG011,Soap,63080.71267361111,3579.0,66660.0,129741.0,,129741.0
A,XGBOOST,FG012,FG012,Soap,35833.846354166664,3626.0,39460.0,75294.0,,75294.0
A,XGBOOST,FG013,FG013,Soap,81350.13020833333,21942.0,103292.0,184642.0,,184642.0
A,XGBOOST,FG014,FG014,Soap,53918.33550347222,9624.0,63542.0,117460.0,,117460.0
A,XGBOOST,FG015,FG015,Soap,64952.5390625,8719.0,73672.0,138625.0,,138625.0
A,XGBOOST,FG016,FG016,Shampoo,25491.822916666668,3088.0,28580.0,54072.0,,54072.0
A,XGBOOST,FG017,FG017,Shampoo,39120.278211805555,8311.0,47431.0,86551.0,,86551.0
A,XGBOOST,FG018,FG018,Shampoo,35048.33637152778,7932.0,42980.0,78028.0,,78028.0
A,XGBOOST,FG019,FG019,Shampoo,56840.493055555555,7942.0,64782.0,121622.0,,121622.0
A,XGBOOST,FG020,FG020,Shampoo,47310.49826388889,11732.0,59042.0,106352.0,,106352.0
A,XGBOOST,FG021,FG021,Shampoo,39722.40060763889,4256.0,43978.0,83700.0,,83700.0
A,XGBOOST,FG022,FG022,Shampoo,47859.40407986111,5971.0,53830.0,101689.0,,101689.0
A,XGBOOST,FG023,FG023,Shampoo,41761.955729166664,8198.0,49960.0,91722.0,,91722.0
A,XGBOOST,FG024,FG024,Shampoo,39173.90842013889,8124.0,47298.0,86472.0,,86472.0
A,XGBOOST,FG025,FG025,Shampoo,25568.70290798611,2931.0,28500.0,54069.0,,54069.0
A,XGBOOST,FG026,FG026,Shampoo,38503.288194444445,9828.0,48331.0,86834.0,,86834.0
A,XGBOOST,FG027,FG027,Shampoo,49910.09331597222,6288.0,56198.0,106108.0,,106108.0
A,XGBOOST,FG028,FG028,Shampoo,37239.069227430555,7025.0,44264.0,81503.0,,81503.0
A,XGBOOST,FG029,FG029,Shampoo,18332.171006944445,3854.0,22186.0,40518.0,,40518.0
A,XGBOOST,FG030,FG030,Shampoo,46276.217881944445,9529.0,55805.0,102081.0,,102081.0
A,XGBOOST,FG031,FG031,Shampoo,64193.102430555555,12468.0,76661.0,140854.0,,140854.0
A,XGBOOST,FG032,FG032,Shampoo,15284.645616319443,4703.0,19988.0,35273.0,,35273.0
A,XGBOOST,FG033,FG033,Shampoo,48377.233072916664,4830.0,53207.0,101584.0,,101584.0
A,XGBOOST,FG034,FG034,Liquid Wash,46695.91840277778,6162.0,52858.0,99554.0,,99554.0
A,XGBOOST,FG035,FG035,Liquid Wash,41423.85199652778,9550.0,50974.0,92398.0,,92398.0
A,XGBOOST,FG036,FG036,Liquid Wash,42185.981336805555,9071.0,51257.0,93443.0,,93443.0
A,XGBOOST,FG037,FG037,Liquid Wash,20031.26974826389,4612.0,24643.0,44674.0,,44674.0
A,XGBOOST,FG038,FG038,Liquid Wash,35858.76714409722,4786.0,40645.0,76504.0,,76504.0
A,XGBOOST,FG039,FG039,Liquid Wash,14494.288302951389,3237.0,17731.0,32225.0,,32225.0
A,XGBOOST,FG040,FG040,Liquid Wash,22166.323133680555,3979.0,26145.0,48311.0,,48311.0
A,XGBOOST,FG041,FG041,Liquid Wash,14790.177517361111,4009.0,18799.0,33589.0,,33589.0
A,XGBOOST,FG042,FG042,Liquid Wash,25927.728515625,4730.0,30658.0,56586.0,,56586.0
A,XGBOOST,FG043,FG043,Liquid Wash,38370.713975694445,6026.0,44397.0,82768.0,,82768.0
A,XGBOOST,FG044,FG044,Diaper,45897.75998263889,4075.0,49973.0,95871.0,,95871.0
A,XGBOOST,FG045,FG045,Diaper,70249.29557291667,11759.0,82008.0,152257.0,,152257.0
A,XGBOOST,FG046,FG046,Diaper,65838.83550347222,6782.0,72621.0,138460.0,,138460.0
A,XGBOOST,FG047,FG047,Diaper,19650.073350694445,2282.0,21932.0,41582.0,,41582.0
A,XGBOOST,FG048,FG048,Diaper,35564.7421875,6428.0,41993.0,77558.0,,77558.0
A,XGBOOST,FG049,FG049,Diaper,63719.274305555555,10289.0,74008.0,137727.0,,137727.0
A,XGBOOST,FG050,FG050,Diaper,24976.54318576389,4245.0,29222.0,54199.0,,54199.0
A,XGBOOST,FG051,FG051,Diaper,20135.274305555555,2410.0,22545.0,42680.0,,42680.0
A,XGBOOST,FG052,FG052,Diaper,64103.331163194445,10521.0,74624.0,138727.0,,138727.0
A,XGBOOST,FG053,FG053,Diaper,49506.11762152778,11240.0,60746.0,110252.0,,110252.0
A,XGBOOST,FG054,FG054,Diaper,62912.71701388889,11178.0,74091.0,137004.0,,137004.0
A,XGBOOST,FG055,FG055,Diaper,16411.997395833332,2431.0,18843.0,35255.0,,35255.0
A,XGBOOST,FG056,FG056,Sanitary,32288.528862847223,3355.0,35644.0,67933.0,,67933.0
A,XGBOOST,FG057,FG057,Sanitary,35296.614149305555,2487.0,37784.0,73081.0,,73081.0
A,XGBOOST,FG058,FG058,Sanitary,44002.41796875,8723.0,52725.0,96727.0,,96727.0
A,XGBOOST,FG059,FG059,Sanitary,16876.758246527777,2407.0,19284.0,36161.0,,36161.0
A,XGBOOST,FG060,FG060,Sanitary,37772.58940972222,4753.0,42526.0,80299.0,,80299.0
A,XGBOOST,FG061,FG061,Sanitary,20243.115885416668,2877.0,23120.0,43363.0,,43363.0
A,XGBOOST,FG062,FG062,Sanitary,18947.48654513889,2047.0,20994.0,39941.0,,39941.0
A,XGBOOST,FG063,FG063,Sanitary,45415.31814236111,6712.0,52127.0,97542.0,,97542.0
A,XGBOOST,FG064,FG064,Lotion/Cream,23297.64084201389,3830.0,27128.0,50426.0,,50426.0
A,XGBOOST,FG065,FG065,Lotion/Cream,29435.084418402777,5469.0,34904.0,64339.0,,64339.0
A,XGBOOST,FG066,FG066,Lotion/Cream,10812.2607421875,2545.0,13357.0,24169.0,,24169.0
A,XGBOOST,FG067,FG067,Lotion/Cream,29923.363932291668,3163.0,33086.0,63009.0,,63009.0
A,XGBOOST,FG068,FG068,Lotion/Cream,20887.651909722223,3094.0,23982.0,44870.0,,44870.0
A,XGBOOST,FG069,FG069,Lotion/Cream,31321.674696180555,4912.0,36234.0,67556.0,,67556.0
A,XGBOOST,FG070,FG070,Lotion/Cream,24830.105902777777,5864.0,30694.0,55524.0,,55524.0
A,XGBOOST,FG071,FG071,Lotion/Cream,22157.08615451389,4751.0,26908.0,49065.0,,49065.0
A,XGBOOST,FG072,FG072,Lotion/Cream,7838.530219184027,1419.0,9258.0,17097.0,,17097.0
A,XGBOOST,FG073,FG073,Lotion/Cream,28096.34982638889,5803.0,33899.0,61995.0,,61995.0
A,XGBOOST,FG074,FG074,Lotion/Cream,6880.99658203125,2391.0,9272.0,16153.0,,16153.0
A,XGBOOST,FG075,FG075,Lotion/Cream,7830.13671875,1639.0,9469.0,17299.0,,17299.0
A,XGBOOST,FG076,FG076,Talc,5716.854437934027,1516.0,7233.0,12950.0,,12950.0
A,XGBOOST,FG077,FG077,Talc,22269.651475694445,5626.0,27896.0,50166.0,,50166.0
A,XGBOOST,FG078,FG078,Talc,8646.737955729166,1911.0,10558.0,19205.0,,19205.0
A,XGBOOST,FG079,FG079,Talc,18818.319661458332,2649.0,21467.0,40285.0,,40285.0
A,XGBOOST,FG080,FG080,Talc,24618.434461805555,4113.0,28731.0,53349.0,,53349.0
A,XGBOOST,FG081,FG081,Talc,6007.73681640625,1731.0,7739.0,13747.0,,13747.0
A,XGBOOST,FG082,FG082,Home Care,40235.401475694445,9356.0,49591.0,89826.0,,89826.0
A,XGBOOST,FG083,FG083,Home Care,32727.776475694445,7779.0,40507.0,73235.0,,73235.0
A,XGBOOST,FG084,FG084,Home Care,27731.29470486111,4536.0,32267.0,59998.0,,59998.0
A,XGBOOST,FG085,FG085,Home Care,8125.990125868056,1228.0,9354.0,17480.0,,17480.0
A,XGBOOST,FG086,FG086,Home Care,16649.446180555555,2962.0,19611.0,36260.0,,36260.0
A,XGBOOST,FG087,FG087,Home Care,37938.46050347222,4203.0,42141.0,80079.0,,80079.0
A,XGBOOST,FG088,FG088,Home Care,30570.32009548611,6018.0,36588.0,67158.0,,67158.0
A,XGBOOST,FG089,FG089,Home Care,20186.21072048611,4501.0,24687.0,44873.0,,44873.0
A,XGBOOST,FG090,FG090,Home Care,13801.475694444443,4688.0,18489.0,32290.0,,32290.0
A,XGBOOST,FG091,FG091,Home Care,26907.50390625,4976.0,31884.0,58792.0,,58792.0
A,XGBOOST,FG092,FG092,Baby Care,18068.474609375,2251.0,20319.0,38387.0,,38387.0
A,XGBOOST,FG093,FG093,Baby Care,7771.686957465277,1369.0,9141.0,16913.0,,16913.0
A,XGBOOST,FG094,FG094,Baby Care,10376.477756076389,3587.0,13963.0,24339.0,,24339.0
A,XGBOOST,FG095,FG095,Baby Care,21668.825520833332,2983.0,24652.0,46321.0,,46321.0
A,XGBOOST,FG096,FG096,Baby Care,6472.338216145833,1551.0,8023.0,14495.0,,14495.0
A,XGBOOST,FG097,FG097,Baby Care,8951.695421006945,1529.0,10481.0,19433.0,,19433.0
A,XGBOOST,FG098,FG098,Baby Care,9739.995225694443,1660.0,11400.0,21140.0,,21140.0
A,XGBOOST,FG099,FG099,Combo,6781.275065104167,3325.0,10106.0,16887.0,,16887.0
A,XGBOOST,FG100,FG100,Combo,5309.031575520833,1180.0,6489.0,11798.0,,11798.0
A,XGBOOST,FG101,FG101,Combo,6190.412217881944,2051.0,8241.0,14431.0,,14431.0
A,XGBOOST,FG102,FG102,Combo,6271.945963541667,2179.0,8451.0,14723.0,,14723.0
A,XGBOOST,FG103,FG103,Combo,5127.136013454861,1577.0,6704.0,11831.0,,11831.0
B,CATBOOST,FG001,FG001,Soap,28957.252709793633,2469.0,15982.0,44939.0,59381.0,0.0
B,CATBOOST,FG002,FG002,Soap,51797.16869658461,7490.0,57561.0,109358.0,74976.0,34382.0
B,CATBOOST,FG003,FG003,Soap,81090.54325781812,11065.0,86750.0,167841.0,186247.0,0.0
B,CATBOOST,FG004,FG004,Soap,51824.7949949375,6102.0,45834.0,97659.0,106304.0,0.0
B,CATBOOST,FG005,FG005,Soap,41268.200681177324,4712.0,36351.0,77619.0,80133.0,0.0
B,CATBOOST,FG006,FG006,Soap,68303.08585903123,16915.0,98879.0,167182.0,93012.0,74170.0
B,CATBOOST,FG007,FG007,Soap,46194.2546865129,5123.0,31300.0,77494.0,125905.0,0.0
B,CATBOOST,FG008,FG008,Soap,41383.19338290961,4787.0,47550.0,88933.0,67135.0,21798.0
B,CATBOOST,FG009,FG009,Soap,35312.0789644669,3530.0,25894.0,61206.0,39970.0,21236.0
B,CATBOOST,FG010,FG010,Soap,80486.72763977526,7697.0,42575.0,123062.0,159730.0,0.0
B,CATBOOST,FG011,FG011,Soap,65978.38606216694,5111.0,60093.0,126071.0,109274.0,16797.0
B,CATBOOST,FG012,FG012,Soap,36244.609576160525,4157.0,48859.0,85104.0,75757.0,9347.0
B,CATBOOST,FG013,FG013,Soap,79896.22612200788,22455.0,105014.0,184910.0,218380.0,0.0
B,CATBOOST,FG014,FG014,Soap,55767.08177495551,9994.0,63902.0,119669.0,103769.0,15900.0
B,CATBOOST,FG015,FG015,Soap,68351.57762101955,10208.0,80838.0,149190.0,151466.0,0.0
B,CATBOOST,FG016,FG016,Shampoo,26026.5960259625,3040.0,31669.0,57696.0,35879.0,21817.0
B,CATBOOST,FG017,FG017,Shampoo,36621.98446827248,6373.0,32008.0,68630.0,51554.0,17076.0
B,CATBOOST,FG018,FG018,Shampoo,35217.457466981374,5827.0,22262.0,57479.0,51867.0,5612.0
B,CATBOOST,FG019,FG019,Shampoo,56505.056540079415,5237.0,67393.0,123898.0,133923.0,0.0
B,CATBOOST,FG020,FG020,Shampoo,46990.48441512951,10427.0,49586.0,96576.0,86037.0,10539.0
B,CATBOOST,FG021,FG021,Shampoo,41526.615628825944,4152.0,35989.0,77516.0,41660.0,35856.0
B,CATBOOST,FG022,FG022,Shampoo,48394.56557639464,4390.0,38266.0,86661.0,76913.0,9748.0
B,CATBOOST,FG023,FG023,Shampoo,43033.29547527322,7106.0,30057.0,73090.0,108867.0,0.0
B,CATBOOST,FG024,FG024,Shampoo,37710.87475050149,8788.0,50270.0,87981.0,103552.0,0.0
B,CATBOOST,FG025,FG025,Shampoo,24193.99361247959,3493.0,29300.0,53494.0,49256.0,4238.0
B,CATBOOST,FG026,FG026,Shampoo,37846.08802350808,9687.0,47533.0,85379.0,91327.0,0.0
B,CATBOOST,FG027,FG027,Shampoo,49121.27724763639,5704.0,41726.0,90847.0,115895.0,0.0
B,CATBOOST,FG028,FG028,Shampoo,36087.57400420114,6882.0,45375.0,81463.0,75262.0,6201.0
B,CATBOOST,FG029,FG029,Shampoo,19468.57707829954,2469.0,18693.0,38162.0,34940.0,3222.0
B,CATBOOST,FG030,FG030,Shampoo,43867.17525602947,7404.0,41036.0,84903.0,95375.0,0.0
B,CATBOOST,FG031,FG031,Shampoo,65410.15803442496,10430.0,54037.0,119447.0,122384.0,0.0
B,CATBOOST,FG032,FG032,Shampoo,16080.787736034374,2822.0,10862.0,26943.0,31110.0,0.0
B,CATBOOST,FG033,FG033,Shampoo,48840.588967301446,4084.0,26876.0,75717.0,68173.0,7544.0
B,CATBOOST,FG034,FG034,Liquid Wash,45538.36629419111,5363.0,46348.0,91886.0,122515.0,0.0
B,CATBOOST,FG035,FG035,Liquid Wash,42280.186822658725,10767.0,58685.0,100965.0,60912.0,40053.0
B,CATBOOST,FG036,FG036,Liquid Wash,41409.118897373744,6587.0,25911.0,67320.0,104800.0,0.0
B,CATBOOST,FG037,FG037,Liquid Wash,20585.76935600023,3923.0,25881.0,46467.0,34512.0,11955.0
B,CATBOOST,FG038,FG038,Liquid Wash,35512.6896763775,5382.0,47997.0,83510.0,54765.0,28745.0
B,CATBOOST,FG039,FG039,Liquid Wash,15425.723980185903,2266.0,9979.0,25405.0,30903.0,0.0
B,CATBOOST,FG040,FG040,Liquid Wash,21086.88364697841,3956.0,22934.0,44021.0,25648.0,18373.0
B,CATBOOST,FG041,FG041,Liquid Wash,15239.579104120105,2541.0,10669.0,25909.0,22861.0,3048.0
B,CATBOOST,FG042,FG042,Liquid Wash,26138.382796060603,4096.0,28492.0,54630.0,48592.0,6038.0
B,CATBOOST,FG043,FG043,Liquid Wash,37804.398625754664,7440.0,49025.0,86829.0,83325.0,3504.0
B,CATBOOST,FG044,FG044,Diaper,45147.247938765366,3872.0,35475.0,80622.0,51462.0,29160.0
B,CATBOOST,FG045,FG045,Diaper,70498.06687087475,6797.0,34996.0,105494.0,94908.0,10586.0
B,CATBOOST,FG046,FG046,Diaper,65420.67916869561,7313.0,83637.0,149058.0,148277.0,781.0
B,CATBOOST,FG047,FG047,Diaper,20374.828209110983,2378.0,17320.0,37695.0,44974.0,0.0
B,CATBOOST,FG048,FG048,Diaper,34654.207514311005,6469.0,46899.0,81553.0,53907.0,27646.0
B,CATBOOST,FG049,FG049,Diaper,65086.47039439951,10913.0,71660.0,136746.0,85596.0,51150.0
B,CATBOOST,FG050,FG050,Diaper,24862.371430824613,3818.0,30338.0,55200.0,28784.0,26416.0
B,CATBOOST,FG051,FG051,Diaper,20599.676363793857,2977.0,22890.0,43490.0,31924.0,11566.0
B,CATBOOST,FG052,FG052,Diaper,65192.95833462808,8598.0,52060.0,117253.0,77005.0,40248.0
B,CATBOOST,FG053,FG053,Diaper,49145.098514865385,8271.0,41034.0,90179.0,127959.0,0.0
B,CATBOOST,FG054,FG054,Diaper,64642.38772100915,9685.0,61399.0,126041.0,95660.0,30381.0
B,CATBOOST,FG055,FG055,Diaper,17227.095390423718,1895.0,14528.0,31755.0,30746.0,1009.0
B,CATBOOST,FG056,FG056,Sanitary,33191.151252010895,2180.0,14350.0,47541.0,67200.0,0.0
B,CATBOOST,FG057,FG057,Sanitary,35693.111955589884,2032.0,30586.0,66279.0,65918.0,361.0
B,CATBOOST,FG058,FG058,Sanitary,47040.761408495375,5848.0,29368.0,76409.0,66789.0,9620.0
