Material Code,,Description,Supply Plan,,,,,Buffer days, future average ,lead time,lead time months,EX,variance (demand),Variance lead time demand,ROP,ROP in days,Buffer stock,,Maximum stock,Stacking quantity,MOQ,Difference,Order Delivery,Order Quantity,,Pallet requirement,Pallet requirement,,,Issuing,,,,,,
,,,Jul SP,Aug SP,Sep SP,Oct SP,Nov SP,,,,,,,,,,,Buffer Days,,,,,,,,,,,,,,,,,,
101223,Drum,INNOVATION AR 285118, 7 , 5 , 5 , 5 , 5 , 30 , 6 ,60,2, 11.75 ,0.611265634,1.813317429, 13.57 , 69.26 ,2.2777036, 11.63 , 27 ,225,25, 19 , 30 , 25 , -   , 0.12 , 1 ,58786.88,1603571.088,47,,,,,,
101234,Bottles,UNILACTAMIN L-17, 7 , 6 , 7 , 5 , 5 , 30 , 7 ,80,2.666666667, 17.58 ,0.763238832,2.339690671, 19.92 , 90.64 ,2.938879745, 13.37 , 10 ,225,3, (4), 30 , 7 , (4), 0.04 , 1 ,28223.32,269051.253,764,,,,,,
101235,Bags,METHOCEL 40 - 0202, 108 , 46 , 64 , 62 , 63 , 30 , 89 ,120,4, 357.20 ,529.964684,75.50875483, 432.71 , 145.37 ,94.84636278, 31.86 , 344 ,498.96,249.5, 160 , 30 , 250 , -   , 0.69 , 1 ,4176.21,1438062.724,144,,,,,,
101264,Drum,DOW CORNING 244, 17 , 21 , 40 , 9 , 21 , 30 , 63 ,60,2, 126.00 ,127.7161766,26.21089195, 152.21 , 72.48 ,32.92343745, 15.68 , 228 ,800,195, 132 , 30 , 195 , -   , 0.28 , 1 ,2339.33,533188.1349,33,,,,,,
101265,Bottles,ROSE WATER, 0 , 0 , 0 , 0 , 0 , 30 , 0 ,15,0.5, 0.09 ,0.000135558,0.013501797, 0.10 , 17.32 ,0.016959574, 2.91 , 0 ,4,0.2, 0 , 15 , 0 , -   , 0.05 , 1 ,800,173.5676592,45,,,,,,
101267,Drum,WATER LILLY, 0 , 0 , 0 , 0 , 0 , 30 , 0 ,15,0.5, 0.02 ,9.53421E-05,0.011323252, 0.03 , 23.20 ,0.014223109, 10.30 , 0 ,2,0.2, 0 , 15 , 0 , -   , 0.11 , 1 ,250,53.55577729,4,,,,,,
101271,Drum,COSMENYL GREEN GG ( C.I. NO:P.G.7 ), 26 , 16 , 23 , 21 , 21 , 30 , 14 ,60,2, 28.44 ,11.57174732,7.889660524, 36.33 , 76.65 ,9.910183342, 20.91 , 40 ,300,30, 16 , 30 , 30 , -   , 0.13 , 1 ,4578.04,182710.4157,71,,,,,,
101274,Box,ULTREZ 21, 124 , 116 , 186 , 56 , 108 , 30 , 125 ,70,2.333333333, 291.44 ,2148.065674,116.1063622, 407.55 , 97.89 ,145.8409184, 35.03 , 286 ,250,140, 15 , 30 , 140 , -   , 1.14 , 2 ,5610.21,1603627.579,349,,,,,,
101275,Bottles,HYDROLYZED WHEAT PROTEIN, 0 , 0 , 0 , 0 , 0 , 30 , 0 ,80,2.666666667, 1.10 ,0.001957974,0.11850363, 1.22 , 88.63 ,0.148852121, 10.84 , 18 ,225,18, 18 , 30 , 18 , -   , 0.08 , 1 ,7743.79,140540.8996,24,,,,,,
101276,Drum,BEN # 4, 30 , 25 , 32 , 25 , 28 , 30 , 40 ,65,2.166666667, 86.87 ,9.496714472,7.439206075, 94.31 , 70.57 ,9.344368607, 6.99 , 49 ,225,25, (15), 30 , 40 , (15), 0.22 , 1 ,5570,275375.0974,595,,,,,,
101277,Drum,AMP No:  95, 248 , 233 , 372 , 112 , 217 , 30 , 250 ,90,3, 750.89 ,8586.514493,263.2163903," 1,014.10 ", 121.55 ,330.6254659, 39.63 , 581 ,800,190.5, (60), 30 , 250 , (60), 0.73 , 1 ,1800.61,1046012.889,354,,,,,,
101278,Drum,FIELD OF DAISIES 956773, 1 , 2 , 2 , 2 , 2 , 30 , 2 ,60,2, 3.26 ,0.012158533,0.255740453, 3.51 , 64.71 ,0.321234959, 5.92 , 25 ,225,25, 23 , 30 , 25 , -   , 0.11 , 1 ,7050.26,178521.29,29,,,,,,
101279,Drum,CIEN 85318, 1 , 1 , 1 , 1 , 1 , 30 , 1 ,60,2, 2.60 ,0.017756469,0.309055982, 2.91 , 67.13 ,0.388204465, 8.95 , 25 ,225,25, 24 , 15 , 25 , -   , 0.11 , 1 ,6912.75,175502.3104,24,,,,,,
101280,Bottles,FRENCH APPLE 884412, 1 , 1 , 1 , 1 , 1 , 30 , 1 ,60,2, 2.85 ,0.015282095,0.286714921, 3.14 , 66.03 ,0.360141913, 7.58 , 10 ,225,10, 9 , 15 , 10 , -   , 0.05 , 1 ,5233.23,54217.00546,26,,,,,,
101281,Drum,NOVETHIX L -  10, 50 , 63 , 63 , 63 , 63 , 30 , 75 ,65,2.166666667, 162.54 ,33.81005461,14.03662945, 176.58 , 70.61 ,17.63137601, 7.05 , 235 ,800,217.7, 143 , 30 , 218 , -   , 0.29 , 1 ,1656.49,389824.071,30,,,,,,
101283,Drum,GLUCOPON 600 CSUP, 422 , 330 , 335 , 330 , 330 , 30 , 425 ,45,1.5, 637.99 ,1644.40589,81.45054403, 719.44 , 50.75 ,102.3098297, 7.22 , 528 ,800,320, (105), 30 , 425 , (105), 0.66 , 1 ,572.65,302149.8777,20,,,,,,
101285,Drum,RHEOVIS AT 120, 176 , 138 , 140 , 138 , 138 , 30 , 177 ,45,1.5, 265.88 ,285.606722,33.94483406, 299.83 , 50.75 ,42.63802327, 7.22 , 220 ,600,120, (57), 30 , 177 , (57), 0.37 , 1 ,1256.96,276397.6305,16,,,,,,
101286,Drum,COSMENYL VIOLET RL, 12 , 7 , 12 , 10 , 9 , 30 , 10 ,60,2, 19.44 ,5.916126876,5.641279083, 25.08 , 77.41 ,7.085996897, 21.87 , 37 ,225,30, 20 , 30 , 30 , -   , 0.16 , 1 ,12497.68,463488.9217,54,,,,,,
101287,Drum,UCON LB 1145, 9 , 3 , 8 , 16 , 2 , 30 , 9 ,90,3, 28.10 ,32.60944379,16.22094572, 44.32 , 141.96 ,20.37509035, 65.27 , 225 ,800,205.03, 196 , 30 , 205 , -   , 0.28 , 1 ,2817.52,635083.3502,70,,,,,,
101288,Drum,ACUSOL OP 301, 28 , 22 , 22 , 22 , 22 , 30 , 29 ,65,2.166666667, 61.76 ,7.385199447,6.560259416, 68.32 , 71.90 ,8.240325852, 8.67 , 223 ,800,215, 186 , 30 , 215 , -   , 0.28 , 1 ,2848.32,635859.8849,13,,,,,,
101299,Reel,SOFT EDGE N/WOVEN HYD - AIR THROUGH 60mm, 77 , 37 , 53 , 53 , 53 , 30 , 53 ,60,2, 106.16 ,209.1320987,33.54047384, 139.70 , 78.96 ,42.13010738, 23.81 , 542 ,540,500, 447 , 15 , 500 , -   , 1.00 , 2 ,716.62,388501.2776,7,,,,,,
101304,Reel,SOFT EDGE PE - WHITE OPAQUE 60mm, 77 , 37 , 53 , 53 , 53 , 30 , 53 ,60,2, 106.16 ,209.1320987,33.54047384, 139.70 , 78.96 ,42.13010738, 23.81 , 542 ,600,500, 447 , 15 , 500 , -   , 0.90 , 1 ,641.33,347684.3018,11,,,,,,
101307,Reel,PE BACK SHEET 120mm - WHITE, 178 , 85 , 121 , 121 , 121 , 30 , 122 ,60,2, 244.59 ,1110.188419,77.2782346, 321.86 , 78.96 ,97.06900199, 23.81 , 597 ,460,500, 378 , 30 , 500 , -   , 1.30 , 2 ,526.81,314541.9209,14,,,,,,
101345,Reel,RL. PAPER PRNTD CENTRE 50mm - LIGHT BLUE, 124 , 59 , 85 , 85 , 85 , 30 , 85 ,60,2, 170.70 ,540.7847575,53.93504768, 224.64 , 78.96 ,67.74768184, 23.81 , 568 ,600,500, 415 , 30 , 500 , -   , 0.95 , 1 ,875.9,497290.1945,10,,,,,,
101346,Reel,PE POUCH 240mm - LIGHT BLUE, 220 , 105 , 150 , 150 , 150 , 30 , 152 ,60,2, 303.30 ,1707.200806,95.82992526, 399.13 , 78.96 ,120.3717354, 23.81 , 620 ,750,500, 348 , 30 , 500 , -   , 0.83 , 1 ,561.89,348580.6744,#N/A,,,,,,
101359,Reel,POUCH TAPE 30mm - LIGHT GREEN, 39 , 16 , 33 , 27 , 31 , 30 , 35 ,60,2, 70.23 ,75.38355109,20.13710997, 90.37 , 77.20 ,25.29417472, 21.61 , 75 ,360,50, 15 , 30 , 50 , -   , 0.21 , 1 ,1879.75,141534.2249,16,,,,,,
101363,Drum,BABY HERBAL COLOGNE SV 46167 C, 4 , 5 , 5 , 5 , 4 , 30 , 5 ,105,3.5, 17.30 ,0.165395675,1.247785528, 18.55 , 112.57 ,1.567340358, 9.51 , 27 ,140,25, 20 , 30 , 25 , -   , 0.19 , 1 ,3784.99,100557.1176,117,,,,,,
101364,Drum,CORAL GABLES MOOD SH ( SRILEX 1875 ), 11 , 12 , 12 , 12 , 12 , 30 , 14 ,75,2.5, 35.74 ,0.058910359,0.629375289, 36.37 , 76.32 ,0.790556766, 1.66 , 26 ,225,25, 11 , 15 , 25 , -   , 0.11 , 1 ,3205.11,82661.5714,56,,,,,,
101365,Drum,CORAL GABLES MOOD LO ( SRILEX 1876 ), 1 , 1 , 1 , 1 , 1 , 30 , 2 ,75,2.5, 4.09 ,0.038314014,0.50756618, 4.60 , 84.31 ,0.637552641, 11.69 , 11 ,225,10, 8 , 15 , 10 , -   , 0.05 , 1 ,3769.54,40098.68018,13,,,,,,
101366,Drum,SRILEX 1722 IMP - 1 ( SRILEX 1880 ), 23 , 16 , 21 , 21 , 21 , 30 , 33 ,75,2.5, 82.29 ,5.733793476,6.209188943, 88.49 , 80.66 ,7.799347087, 7.11 , 33 ,225,25, (8), 15 , 25 , -   , 0.15 , 1 ,4818.06,158029.2222,201,,,,,,
101369,Bottles,ORANGE SAI  X2L0232, 0 , 0 , 0 , 0 , 0 , 30 , 0 ,105,3.5, 1.08 ,0.000577318,0.073720019, 1.16 , 112.13 ,0.092599536, 8.96 , 1 ,1,1, 1 , 30 , 1 , -   , 1.09 , 2 ,3617.88,3952.894011,28,,,,,,
101373,Other,ALMOND SEED, 0 , 0 , 0 , 0 , 0 , 30 , 0 ,15,0.5, 0.09 ,0.000763821,0.03204976, 0.12 , 20.58 ,0.040257625, 7.01 , 0 ,2,0.2, 0 , 30 , 0 , -   , 0.12 , 1 ,6000,1441.54575,17,,,,,,
101375,Drum,POMACE OLIVE OIL, 77 , 96 , 97 , 96 , 89 , 30 , 98 ,90,3, 295.32 ,65.20532848,22.93749669, 318.26 , 96.99 ,28.81173365, 8.78 , 229 ,300,200, 102 , 30 , 200 , -   , 0.76 , 1 ,1690.63,386835.9813,129,,,,,,
101377,Can,TINOSAN HP 100, 14 , 12 , 12 , 12 , 12 , 30 , 15 ,60,2, 30.68 ,0.439474131,1.537536745, 32.21 , 63.01 ,1.931296156, 3.78 , 27 ,225,25, 10 , 30 , 25 , -   , 0.12 , 1 ,5355.99,144243.7529,29,,,,,,
101378,Drum,LUTENSOL TO 8, 100 , 92 , 94 , 92 , 92 , 30 , 116 ,45,1.5, 173.64 ,11.03623873,6.672675739, 180.32 , 46.73 ,8.381531721, 2.17 , 198 ,800,190, 74 , 30 , 190 , -   , 0.25 , 1 ,684.59,135810.0128,41,,,,,,
101379,Drum,ACUSOL 445 N, 10 , 12 , 13 , 12 , 12 , 30 , 15 ,90,3, 44.64 ,1.3301408,3.276070831, 47.92 , 96.61 ,4.11506458, 8.30 , 219 ,800,215, 200 , 30 , 215 , -   , 0.27 , 1 ,1747.89,382989.0302,28,,,,,,
101382,Can,CREME SILK 744193, 82 , 68 , 65 , 70 , 70 , 30 , 71 ,60,2, 142.74 ,37.91560751,14.28130372, 157.02 , 66.00 ,17.93871077, 7.54 , 54 ,300,25, (46), 15 , 36 , (11), 0.18 , 1 ,3023.53,162129.9714,175,,,,,,
101394,Drum,TAPIOCA PURE STARCH, 72 , 26 , 44 , 88 , 9 , 30 , 50 ,60,2, 100.48 ,1053.464059,75.27811012, 175.76 , 104.95 ,94.55665052, 56.46 , 145 ,225,45.36, (5), 30 , 50 , (5), 0.64 , 1 ,2506.29,362900.4042,207,,,,,,
101396,Other,S / WOOD CHIPS, 0 , 0 , 0 , 0 , 0 , 30 , 0 ,15,0.5, 0.00 ,1.74079E-07,0.00048384, 0.00 , 24.43 ,0.000607751, 11.85 , 0 ,2,0.2, 0 , 15 , 0 , -   , 0.10 , 1 ,800,160.4862006,9,,,,,,
101397,Can,TENDER SPLASH SUPER 755469, 128 , 94 , 94 , 100 , 100 , 30 , 103 ,60,2, 205.27 ,198.1548359,32.64834595, 237.91 , 69.54 ,41.00950772, 11.99 , 92 ,300,25, (78), 15 , 51 , (26), 0.31 , 1 ,3217.72,297079.1678,238,,,,,,
101401,Drum,HAIR FALL PROTECTION TSG15-06236, 75 , 63 , 57 , 62 , 62 , 30 , 66 ,60,2, 131.63 ,42.14476907,15.05673078, 146.68 , 66.86 ,18.91272281, 8.62 , 85 ,200,25, (41), 30 , 66 , (41), 0.42 , 1 ,4312.7,365394.6975,171,,,,,,
101402,Can,KERASOL, 1 , 1 , 0 , 1 , 1 , 30 , 1 ,65,2.166666667, 1.18 ,0.002872088,0.129371538, 1.31 , 72.12 ,0.162503273, 8.94 , 25 ,25,25, 24 , 30 , 25 , -   , 1.01 , 2 ,9704.26,244183.474,163,,,,,,
101405,Drum,SILVER LUSTRE STAB 2 ( SRILEX 1882 ), 9 , 10 , 8 , 8 , 8 , 30 , 8 ,75,2.5, 19.96 ,1.148181285,2.778555553, 22.74 , 85.44 ,3.490136853, 13.12 , 28 ,120,25, 17 , 15 , 25 , -   , 0.24 , 1 ,5776.67,164578.1189,69,,,,,,
101406,Other,WHOLE EGG POWDER, 0 , 0 , 0 , 0 , 0 , 30 , 0 ,15,0.5, 0.01 ,7.84047E-07,0.001026833, 0.01 , 17.97 ,0.001289802, 3.73 , 0 ,2,0.05, 0 , 30 , 0 , -   , 0.03 , 1 ,1.24,0.063599355,9,,,,,,
101407,Drum,SILVER LUSTRE INDE (SRILEX 1883), 4 , 4 , 8 , 2 , 4 , 30 , 5 ,75,2.5, 13.53 ,4.631948604,5.580790483, 19.11 , 105.94 ,7.010017314, 38.87 , 32 ,500,25, 20 , 15 , 25 , -   , 0.06 , 1 ,6122.67,195986.7727,36,,,,,,
101410,Drum,CITRUS TIDES IMP ( SRILEX 1888 ), 137 , 105 , 142 , 142 , 142 , 30 , 99 ,75,2.5, 246.65 ,261.9170133,41.9658194, 288.61 , 87.76 ,52.71316339, 16.03 , 153 ,500,100, 1 , 15 , 49 , 51 , 0.31 , 1 ,2049.54,312991.7369,#N/A,,,,,,
101411,Drum,FLORAL HEAVEN IMP ( SRILEX 1887 ), 375 , 175 , 232 , 232 , 232 , 30 , 352 ,75,2.5, 879.57 ,5530.837686,192.8454111," 1,072.42 ", 91.44 ,242.2326506, 20.65 , 418 ,500,100, (252), 15 , 176 , (76), 0.84 , 1 ,2018.02,843829.4097,39,,,,,,
101415,Bottles,SODIUM HYDROXIDE, 72 , 51 , 49 , 46 , 46 , 30 , 54 ,30,1, 54.12 ,122.1994471,18.12919284, 72.25 , 40.05 ,22.7720349, 12.62 , 77 ,225,2, (52), 30 , 54 , (52), 0.34 , 1 ,3600,276807.778,965,,,,,,
101416,Can,PEA NUT EXTRACT (BIOTIN), 1 , 1 , 2 , 0 , 1 , 30 , 1 ,45,1.5, 1.50 ,0.230168254,0.963634164, 2.46 , 73.89 ,1.210418523, 36.28 , 6 ,5,5, 4 , 30 , 5 , -   , 1.24 , 2 ,5139.8,31920.30913,264,,,,,,
101443,Can,VETIVER OIL, 24 , 6 , 3 , 6 , -   , 30 , 16 ,45,1.5, 23.87 ,86.11358756,18.63911633, 42.51 , 80.14 ,23.41254856, 44.14 , 48 ,50,25, 9 , 30 , 25 , -   , 0.97 , 1 ,95498,4623301.563,239,,,,,,
101474,Drum,PS GOLD GEL AM 47259 C, 29 , 27 , 47 , 8 , 25 , 30 , 28 ,105,3.5, 99.67 ,185.7610921,41.8172287, 141.49 , 149.05 ,52.52651898, 55.33 , 81 ,450,25, (3), 30 , 28 , (3), 0.18 , 1 ,3888.72,315002.7205,271,,,,,,
101483,Drum,HIMALAYAN ESSENCE IMP IND, 355 , 185 , 288 , 292 , 265 , 30 , 280 ,45,1.5, 420.33 ,3736.601193,122.7800629, 543.11 , 58.14 ,154.2237376, 16.51 , 354 ,800,200, (80), 15 , 140 , 60 , 0.44 , 1 ,2306.36,816967.4594,16,,,,,,
101493,Drum,LAVANYA REVOLUTUM DISPERSION, 13 , 7 , 10 , 6 , 7 , 30 , 11 ,65,2.166666667, 23.75 ,7.452151159,6.589928867, 30.34 , 83.03 ,8.277593577, 22.65 , 33 ,50,25, 14 , 30 , 25 , -   , 0.67 , 1 ,8554.75,284681.4937,14,,,,,,
101499,Drum,SODIUM FLUORIDE, 42 , 47 , 29 , 37 , 37 , 30 , 51 ,75,2.5, 127.80 ,41.53375129,16.71146145, 144.51 , 84.81 ,20.99122596, 12.32 , 72 ,100,25, (26), 30 , 51 , (26), 0.72 , 1 ,2443.09,176171.4451,732,,,,,,
101500,Can,PHENOXY ETHANOL, 0 , 0 , 0 , 0 , 0 , 30 , 0 ,60,2, 0.07 ,0,0, 0.07 , 60.00 ,0, -   , 25 ,20,25, 25 , 30 , 25 , -   , 1.25 , 2 ,3314.94,82873.5,2,,,,,,
101503,Bags,KOH, 173 , 150 , 150 , 150 , 150 , 30 , 222 ,45,1.5, 333.46 ,104.0570337,20.48920928, 353.95 , 47.76 ,25.7364458, 3.47 , 226 ,1000,200, (22), 30 , 200 , -   , 0.23 , 1 ,390,88037.21386,174,,,,,,
101505,Bags,MYRISTIC ACID, 212 , 184 , 184 , 184 , 184 , 30 , 273 ,90,3, 819.87 ,157.2485881,35.62032296, 855.50 , 93.91 ,44.74260079, 4.91 ," 3,045 ",500,3000," 2,727 ", 30 ," 3,000 ", -   , 6.09 , 7 ,516.34,1572122.394,137,,,,,,
101516,Can,ZINC ACETATE, 26 , 30 , 18 , 23 , 23 , 30 , 27 ,60,2, 54.97 ,19.21353442,10.16628961, 65.14 , 71.10 ,12.76985158, 13.94 , 73 ,50,60, 33 , 30 , 60 , -   , 1.46 , 2 ,4393.31,319700.5166,514,,,,,,
101534,Can,LAVANYA DECORUM DISPERSION, 25 , 13 , 20 , 20 , 18 , 30 , 19 ,60,2, 38.90 ,19.38698319,10.21207422, 49.11 , 75.75 ,12.82736153, 19.79 , 63 ,300,50, 31 , 30 , 50 , -   , 0.21 , 1 ,3248.09,204068.9247,13,,,,,,
101565,Drum,OPTAMINT 724636, 89 , 86 , 51 , 67 , 67 , 30 , 84 ,60,2, 168.35 ,240.0019476,35.93074556, 204.28 , 72.81 ,45.13252186, 16.08 , 225 ,720,180, 96 , 15 , 180 , -   , 0.31 , 1 ,4665.76,1050414.315,130,,,,,,
101566,Drum,OPTAMINT 725013, 42 , 75 , 44 , 57 , 57 , 30 , 62 ,60,2, 123.88 ,176.3863711,30.80288246, 154.68 , 74.92 ,38.69142552, 18.74 , 219 ,720,180, 118 , 15 , 180 , -   , 0.30 , 1 ,4696.48,1027079.906,106,,,,,,
101567,Drum,OPTAMINT 725024, 80 , 87 , 53 , 69 , 69 , 30 , 80 ,60,2, 160.71 ,170.2720745,30.26429486, 190.97 , 71.30 ,38.01490695, 14.19 , 218 ,720,180, 100 , 15 , 180 , -   , 0.30 , 1 ,5477.77,1194235.517,138,,,,,,
101574,Box,POTASSIUM SORBATE, 0 , 0 , 0 , 0 , 0 , 30 , 0 ,65,2.166666667, 0.03 ,3.76224E-07,0.001480687, 0.03 , 67.92 ,0.001859887, 3.67 , 30 ,30,30, 30 , 30 , 30 , -   , 1.00 , 2 ,810.81,24325.80801,223,,,,,,
101575,Drum,GLYCINE, 61 , 35 , 39 , 37 , 37 , 30 , 125 ,56,1.866666667, 232.43 ,113.8697553,23.91010195, 256.34 , 61.76 ,30.03342074, 7.24 , 130 ,450,100, (25), 30 , 100 , -   , 0.29 , 1 ,1540.47,200312.5837,368,,,,,,
101576,Drum,OPTAMINT 701655, 13 , 6 , 7 , 7 , 7 , 30 , 53 ,60,2, 105.07 ,7.701106421,6.436287102, 111.50 , 63.68 ,8.084604531, 4.62 , 33 ,25,25, (28), 15 , 25 , -   , 1.32 , 2 ,6684.01,221137.8275,150,,,,,,
101577,Drum,GREEN BLOSSOM, 13 , 9 , 8 , 8 , 6 , 30 , 10 ,50,1.666666667, 16.17 ,6.58789219,5.434273155, 21.61 , 66.80 ,6.825977256, 21.10 , 32 ,50,25, 15 , 30 , 25 , -   , 0.64 , 1 ,3243.64,103232.0129,114,,,,,,
101583,Drum,LEMON RUSH H, 328 , 202 , 118 , -   , -   , 30 , 45 ,75,2.5, 111.40 ,19530.65105,362.3866687, 473.78 , 318.99 ,455.1930107, 306.47 , 635 ,720,180, 135 , 15 , 180 , -   , 0.88 , 1 ,1934.43,1228736.416,#N/A,,,,,,
101584,Can,VIRGIN KING COCONUT OIL, 63 , 89 , 38 , 83 , 37 , 30 , 44 ,30,1, 44.27 ,597.7699207,40.09690735, 84.36 , 57.17 ,50.36562752, 34.13 , 95 ,480,50, 6 , 30 , 44 , 6 , 0.20 , 1 ,900,85170.18603,140,,,,,,
101593,Can,SENSIDIN DO, 1 , 1 , 1 , 1 , 1 , 30 , 1 ,45,1.5, 1.32 ,0.005397934,0.14757176, 1.47 , 50.03 ,0.185364527, 6.32 , 20 ,10,20, 19 , 30 , 20 , -   , 2.02 , 3 ,10467.26,211285.4587,26,,,,,,
101594,Can,OPTAMINT 727877, 8 , 5 , 6 , 5 , 5 , 30 , 6 ,60,2, 11.72 ,1.805540874,3.116466825, 14.84 , 75.95 ,3.914586378, 20.04 , 14 ,25,10, 4 , 15 , 10 , -   , 0.56 , 1 ,8443.15,117482.94,150,,,,,,
101595,Can,OPTAMINT 728948, 2 , 2 , 2 , 2 , 2 , 30 , 0 ,60,2, 0.14 ,0.01618551,0.295067952, 0.44 , 186.46 ,0.370634135, 158.84 , 10 ,25,10, 10 , 15 , 10 , -   , 0.41 , 1 ,9857.73,102230.9112,74,,,,,,
101597,Bottles,ZINC SULPHATE HEPTA HYDRATE, 4 , 3 , 3 , 3 , 3 , 30 , 2 ,30,1, 2.25 ,0.36352158,0.988801114, 3.24 , 43.18 ,1.242030667, 16.55 , 11 ,10,10, 8 , 30 , 10 , -   , 1.12 , 2 ,4404.25,49512.71357,222,,,,,,
101603,Bags,SILICA GRANULES - BIGGER SIZE (BLUE), 14 , 15 , 9 , 11 , 11 , 30 , 14 ,60,2, 27.86 ,5.726304098,5.550039189, 33.41 , 71.95 ,6.971390689, 15.01 , 27 ,60,20, 6 , 30 , 20 , -   , 0.45 , 1 ,3877.99,104594.7834,259,,,,,,
101604,Bags,SILICA GRANULES - BIGGER SIZE (GREEN), 4 , 7 , 4 , 5 , 5 , 30 , 6 ,60,2, 11.66 ,1.556270784,2.893353038, 14.56 , 74.88 ,3.634333694, 18.69 , 44 ,60,40, 34 , 30 , 40 , -   , 0.73 , 1 ,4254.53,185643.5817,103,,,,,,
101613,Bags,SODIUM CHLORIDE - EXTRA PURE 99.5%, 14 , 15 , 9 , 12 , 12 , 30 , 14 ,75,2.5, 34.59 ,5.066199588,5.836533734, 40.42 , 87.66 ,7.331255788, 15.90 , 57 ,150,50, 36 , 30 , 50 , -   , 0.38 , 1 ,1202.75,68955.1679,133,,,,,,
101615,Drum,GILOU FREEZE AM 40835 B, 4 , 6 , 5 , 5 , 5 , 30 , 5 ,105,3.5, 16.58 ,0.173386987,1.277574163, 17.85 , 113.09 ,1.60475779, 10.16 , 27 ,50,25, 20 , 30 , 25 , -   , 0.53 , 1 ,3285.57,87411.79405,16,,,,,,
101617,Drum,TRUE XTREM VIKING AM 53357, 4 , 4 , 4 , 4 , 4 , 30 , 4 ,105,3.5, 13.00 ,0.090604503,0.923533728, 13.92 , 112.46 ,1.160048464, 9.37 , 26 ,50,25, 21 , 30 , 25 , -   , 0.52 , 1 ,3819.17,99909.67229,13,,,,,,
101653,Bottles,BEE'S HONEY EXTRACT, 1 , 0 , 0 , 1 , 0 , 30 , 0 ,30,1, 0.34 ,0.048715568,0.361974299, 0.70 , 61.68 ,0.454675034, 39.79 , 1 ,1,1, 1 , 30 , 1 , -   , 1.45 , 2 ,1200,1745.61004,6,,,,,,
101697,Drum,NIACINAMIDE, 67 , 13 , 30 , 55 , 7 , 30 , 33 ,65,2.166666667, 72.57 ,679.9887975,62.94928158, 135.52 , 121.38 ,79.07043905, 70.82 , 129 ,225,50, 17 , 30 , 50 , -   , 0.57 , 1 ,1670.72,215640.5639,205,,,,,,
101698,Drum,NOVEMER EC 2, 119 , 47 , 79 , 157 , 15 , 30 , 90 ,65,2.166666667, 194.33 ,3190.536725,136.3552214, 330.69 , 110.61 ,171.2754611, 57.29 , 285 ,565,113.4, 24 , 30 , 113 , -   , 0.50 , 1 ,6330.38,1802103.845,210,,,,,,
101699,Drum,VISCOFIL WHITE ARCL 30, 17 , 3 , 7 , 13 , 2 , 30 , 8 ,60,2, 16.14 ,42.18853961,15.06454753, 31.21 , 115.99 ,18.92254141, 70.33 , 119 ,200,100, 92 , 30 , 100 , -   , 0.59 , 1 ,2263.43,269172.8479,77,,,,,,
101700,Drum,CC OXIDE YELLOW FP 401, 17 , 3 , 7 , 13 , 2 , 30 , 8 ,60,2, 16.14 ,42.18853961,15.06454753, 31.21 , 115.99 ,18.92254141, 70.33 , 119 ,50,100, 92 , 30 , 100 , -   , 2.38 , 3 ,1279.55,152167.3379,77,,,,,,
101701,Bags,Dill Seeds, 0 , 0 , 0 , 0 , 0 , 30 , 0 ,30,1, 0.08 ,0.003661403,0.099235622, 0.18 , 65.59 ,0.124649622, 44.71 , 5 ,150,5, 5 , 15 , 5 , -   , 0.03 , 1 ,690,3536.008239,8,,,,,,
101702,Can,UNIPEARL SYE, 10 , 10 , 10 , 21 , 2 , 30 , 11 ,60,2, 22.27 ,47.7147633,16.02083814, 38.29 , 103.17 ,20.12373571, 54.23 , 31 ,225,5, (6), 30 , 11 , (6), 0.14 , 1 ,17149.16,536032.5919,61,,,,,,
101733,Bucket,BELCILEG 2, 10 , 4 , 7 , 13 , 1 , 30 , 7 ,60,2, 14.97 ,20.49121052,10.4988723, 25.47 , 102.09 ,13.18760789, 52.86 , 28 ,30,15, 8 , 30 , 15 , -   , 0.94 , 1 ,3373.34,95086.38521,203,,,,,,
101734,Bucket,AVOCADO BUTTER, 2 , 2 , 2 , 4 , 0 , 30 , 2 ,60,2, 4.26 ,1.634601756,2.965273978, 7.22 , 101.80 ,3.724673411, 52.51 , 29 ,25,25, 23 , 30 , 25 , -   , 1.15 , 2 ,7450,213998.8169,60,,,,,,
101735,Drum,MICONOL CM , 202 , 176 , 176 , 176 , 176 , 30 , 261 ,60,2, 521.15 ,142.9248624,27.72762918, 548.88 , 63.19 ,34.82860738, 4.01 , 295 ,800,100, (161), 30 , 261 , (161), 0.37 , 1 ,456.01,134707.6993,113,,,,,,
101737,Drum,GREEN VIBRAT 2, 23 , 9 , 21 , 41 , 4 , 30 , 24 ,60,2, 48.18 ,214.5868032,33.97506927, 82.15 , 102.31 ,42.67600165, 53.15 , 93 ,225,50, 26 , 30 , 50 , -   , 0.41 , 1 ,4773.28,442368.5051,72,,,,,,
101738,Box,CHEM 1789 -BUTYLMETHOXYDIBENZOYL METHANE, 28 , 5 , 12 , 23 , 3 , 30 , 14 ,60,2, 27.21 ,117.9846099,25.19251504, 52.41 , 115.54 ,31.64425669, 69.77 , 132 ,225,100, 86 , 30 , 100 , -   , 0.59 , 1 ,3135.15,412724.4914,78,,,,,,
